id|gloss|text
P05_S020_R01|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P01_S020_R02|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P02_S020_R02|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P03_S020_R02|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P04_S020_R02|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P05_S020_R02|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P01_S020_R03|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P02_S020_R03|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P03_S020_R03|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P04_S020_R03|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P05_S020_R03|OBAT BISA BELI TOKO MANA|Di apotek mana obat ini bisa dibeli?
P01_S021_R01|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P02_S021_R01|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P03_S021_R01|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P04_S021_R01|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P05_S021_R01|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P01_S021_R02|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P02_S021_R02|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P03_S021_R02|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P04_S021_R02|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P05_S021_R02|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P01_S021_R03|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P02_S021_R03|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P03_S021_R03|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P04_S021_R03|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P05_S021_R03|ORANG JAHAT SANA PUKUL AKU BERULANG|Orang jahat di sana memukul saya berulang.
P01_S022_R01|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P02_S022_R01|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P03_S022_R01|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P04_S022_R01|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P05_S022_R01|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P01_S022_R02|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P02_S022_R02|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P03_S022_R02|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P04_S022_R02|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P05_S022_R02|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P01_S022_R03|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P02_S022_R03|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P03_S022_R03|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P04_S022_R03|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P05_S022_R03|POLISI SANA PUKUL PENCURI|Pencuri di sana dipukul polisi.
P01_S023_R01|RUMAH DIMANA KAMU|Rumah kamu di mana?
P02_S023_R01|RUMAH DIMANA KAMU|Rumah kamu di mana?
P03_S023_R01|RUMAH DIMANA KAMU|Rumah kamu di mana?
P04_S023_R01|RUMAH DIMANA KAMU|Rumah kamu di mana?
P05_S023_R01|RUMAH DIMANA KAMU|Rumah kamu di mana?
P01_S023_R02|RUMAH DIMANA KAMU|Rumah kamu di mana?
P02_S023_R02|RUMAH DIMANA KAMU|Rumah kamu di mana?
P03_S023_R02|RUMAH DIMANA KAMU|Rumah kamu di mana?
P04_S023_R02|RUMAH DIMANA KAMU|Rumah kamu di mana?
P05_S023_R02|RUMAH DIMANA KAMU|Rumah kamu di mana?
P01_S023_R03|RUMAH DIMANA KAMU|Rumah kamu di mana?
P02_S023_R03|RUMAH DIMANA KAMU|Rumah kamu di mana?
P03_S023_R03|RUMAH DIMANA KAMU|Rumah kamu di mana?
P04_S023_R03|RUMAH DIMANA KAMU|Rumah kamu di mana?
P05_S023_R03|RUMAH DIMANA KAMU|Rumah kamu di mana?
P01_S024_R01|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P02_S024_R01|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P03_S024_R01|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P04_S024_R01|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P05_S024_R01|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P01_S024_R02|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P02_S024_R02|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P03_S024_R02|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P04_S024_R02|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P05_S024_R02|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P01_S024_R03|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P02_S024_R03|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P03_S024_R03|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P04_S024_R03|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P05_S024_R03|SANA BERITA SUDAH BANYAK RIBUAN ORANG LIHAT|Berita di sana sudah dilihat oleh ribuan orang.
P01_S025_R01|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P02_S025_R01|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P03_S025_R01|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P04_S025_R01|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P05_S025_R01|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P01_S025_R02|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P02_S025_R02|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P03_S025_R02|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P04_S025_R02|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P05_S025_R02|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P01_S025_R03|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P02_S025_R03|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P03_S025_R03|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P04_S025_R03|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P05_S025_R03|SANA ENAK NASI PADANG TAPI MAHAL|Nasi padang di sana enak, tetapi mahal
P01_S026_R01|SANA TOILET KOTOR|Toilet di sana kotor
P02_S026_R01|SANA TOILET KOTOR|Toilet di sana kotor
P03_S026_R01|SANA TOILET KOTOR|Toilet di sana kotor
P04_S026_R01|SANA TOILET KOTOR|Toilet di sana kotor
P05_S026_R01|SANA TOILET KOTOR|Toilet di sana kotor
P01_S026_R02|SANA TOILET KOTOR|Toilet di sana kotor
P02_S026_R02|SANA TOILET KOTOR|Toilet di sana kotor
P03_S026_R02|SANA TOILET KOTOR|Toilet di sana kotor
P04_S026_R02|SANA TOILET KOTOR|Toilet di sana kotor
P05_S026_R02|SANA TOILET KOTOR|Toilet di sana kotor
P01_S026_R03|SANA TOILET KOTOR|Toilet di sana kotor
P02_S026_R03|SANA TOILET KOTOR|Toilet di sana kotor
P03_S026_R03|SANA TOILET KOTOR|Toilet di sana kotor
P04_S026_R03|SANA TOILET KOTOR|Toilet di sana kotor
P05_S026_R03|SANA TOILET KOTOR|Toilet di sana kotor
P01_S027_R01|SEPATU DIA KOTOR|Sepatu dia kotor
P02_S027_R01|SEPATU DIA KOTOR|Sepatu dia kotor
P03_S027_R01|SEPATU DIA KOTOR|Sepatu dia kotor
P04_S027_R01|SEPATU DIA KOTOR|Sepatu dia kotor
P05_S027_R01|SEPATU DIA KOTOR|Sepatu dia kotor
P01_S027_R02|SEPATU DIA KOTOR|Sepatu dia kotor
P02_S027_R02|SEPATU DIA KOTOR|Sepatu dia kotor
P03_S027_R02|SEPATU DIA KOTOR|Sepatu dia kotor
P04_S027_R02|SEPATU DIA KOTOR|Sepatu dia kotor
P05_S027_R02|SEPATU DIA KOTOR|Sepatu dia kotor
P01_S027_R03|SEPATU DIA KOTOR|Sepatu dia kotor
P02_S027_R03|SEPATU DIA KOTOR|Sepatu dia kotor
P03_S027_R03|SEPATU DIA KOTOR|Sepatu dia kotor
P04_S027_R03|SEPATU DIA KOTOR|Sepatu dia kotor
P05_S027_R03|SEPATU DIA KOTOR|Sepatu dia kotor
P01_S028_R01|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P02_S028_R01|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P03_S028_R01|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P04_S028_R01|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P05_S028_R01|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P01_S028_R02|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P02_S028_R02|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P03_S028_R02|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P04_S028_R02|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P05_S028_R02|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P01_S028_R03|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P02_S028_R03|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P03_S028_R03|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P04_S028_R03|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P05_S028_R03|TONG-SAMPAH ADA SEMUT BANYAK|Tempat sampah banyak semut
P01_S029_R01|ULANGTAHUN SELAMAT|Selamat ulang tahun
P02_S029_R01|ULANGTAHUN SELAMAT|Selamat ulang tahun
P03_S029_R01|ULANGTAHUN SELAMAT|Selamat ulang tahun
P04_S029_R01|ULANGTAHUN SELAMAT|Selamat ulang tahun
P05_S029_R01|ULANGTAHUN SELAMAT|Selamat ulang tahun
P01_S029_R02|ULANGTAHUN SELAMAT|Selamat ulang tahun
P02_S029_R02|ULANGTAHUN SELAMAT|Selamat ulang tahun
P03_S029_R02|ULANGTAHUN SELAMAT|Selamat ulang tahun
P04_S029_R02|ULANGTAHUN SELAMAT|Selamat ulang tahun
P05_S029_R02|ULANGTAHUN SELAMAT|Selamat ulang tahun
P01_S029_R03|ULANGTAHUN SELAMAT|Selamat ulang tahun
P02_S029_R03|ULANGTAHUN SELAMAT|Selamat ulang tahun
P03_S029_R03|ULANGTAHUN SELAMAT|Selamat ulang tahun
P04_S029_R03|ULANGTAHUN SELAMAT|Selamat ulang tahun
P05_S029_R03|ULANGTAHUN SELAMAT|Selamat ulang tahun
P01_S030_R01|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P02_S030_R01|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P03_S030_R01|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P04_S030_R01|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P05_S030_R01|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P01_S030_R02|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P02_S030_R02|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P03_S030_R02|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P04_S030_R02|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P05_S030_R02|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P01_S030_R03|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P02_S030_R03|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P03_S030_R03|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P04_S030_R03|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
P05_S030_R03|ULAR SANA MAKAN KAMBING|Kambing di sana dimakan ular
